time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1775579166000066300,15.96406640625,574.9050293117762,0.7185619110417696,-1,-33.41403883943616,549.0903358608484,-1,21.729141461177765,3.0000000000000018,-70.64328567615811,0
1775579167000062000,16.96406201171875,574.9260254045948,0.7185619110417696,-1,-33.41403927373798,549.1113319536671,-1,21.7672337166889,3,-70.64329256211296,0
1775579168000062500,17.9640625,574.9572754055262,0.7185619110417696,-1,-33.414039941053254,549.1425819545984,-1,21.76775915467376,3,-70.64329910591097,0
1775579169000047000,18.964047119140623,575.0307617336512,0.7185619110417696,-1,-33.4140398667011,549.2160682827234,-1,21.767766405986546,3,-70.64329959463207,0
1775579170000035800,19.964035888671877,574.9562988430262,0.7185619110417696,-1,-33.41404032881794,549.1416053920984,-1,21.767766506063616,3.000000000000001,-70.64330086009717,0
1775579171000037000,20.964037109375,574.8990478655323,0.7185619110417696,-1,-33.41404312264105,549.0843544146046,-1,21.584819733971944,3,-70.64328928028958,0
1775579172000038700,21.96403857421875,574.9143066545948,0.7185619110417696,-1,-33.4140418584199,549.0996132036671,-1,21.76524782062443,3.0000000000000004,-70.64330030200534,0
1775579173000039200,22.9640390625,574.9143066545948,0.7185619110417696,-1,-33.414041803155676,549.0996132036671,-1,21.767731749184602,3.0000000000000084,-70.64330160918686,0
1775579174000041000,23.964041015625,574.9143066545948,0.7185619110417696,-1,-33.41404179666326,549.0996132036671,-1,21.767766027777704,3.000000000000017,-70.64330176275351,0
1775579175000042800,24.964042724609374,574.9143066545948,0.7185619110417696,-1,-33.41404179590057,549.0996132036671,-1,21.767766500844218,3.0000000000000324,-70.64330178079392,0
1775579176000044500,25.96404443359375,574.9143066545948,0.7185619110417696,-1,-33.41404179590059,549.0996132036671,-1,49.199303065745816,3.000000000000061,-70.64330178079395,0
1775579177000046300,26.96404638671875,574.9143066545948,0.7185619110417696,-1,-33.414048218252326,549.0996132036671,-1,31.036659189736394,3.0000000000000675,-70.64301257146633,0
1775579178000048600,27.964048583984376,574.9143066545948,0.7185619110417696,-1,-33.41404821824956,549.0996132036671,-1,31.036654240547943,3.000000000000076,-70.64301257159043,0
1775579179000051500,28.964051513671876,574.9143066545948,0.7185619110417696,-1,-33.41404821824682,549.0996132036671,-1,31.036649258390845,3.000000000000093,-70.64301257171451,0
1775579180000053500,29.964053466796877,574.9143066545948,0.7185619110417696,-1,-33.414048218244055,549.0996132036671,-1,31.08706681147428,3.000000000000093,-70.64301257183898,0
1775579181000056000,30.96405615234375,575.2263183742762,0.7185619110417696,-1,-33.414045819079995,549.4116249233484,-1,18.619381058823326,3,-70.64319784312275,0
1775579182000058600,31.96405859375,575.2436523586512,0.7185619110417696,-1,-33.41404477439051,549.4289589077234,-1,21.754863218921077,3,-70.64328839520044,0
1775579183000061200,32.96406127929688,575.2449951320887,0.7185619110417696,-1,-33.41404417996028,549.4303016811609,-1,21.76758846418306,3,-70.64329843492693,0
1775579184000064300,33.964064208984375,575.182739273645,0.7185619110417696,-1,-33.41404795021308,549.3680458227172,-1,20.178547596040442,3,-70.6432422744731,0
1775579185000067600,34.964067626953124,573.6926307315007,0.7185619110417696,-1,-33.41404792847829,547.877937280573,-1,14.245954590575272,6.889057313019543,-70.64331767126127,0.0902622933607878
1775579186000069600,35.964069580078124,573.6476181149483,1.197137091324836,142.33739876129331,-33.414049865833576,547.8329246640205,266.4519685973455,14.245954549400203,6.84379346627528,-70.64332759262469,0.6812671885921737
1775579187000073500,36.964073486328125,573.5368002699688,1.209665508127113,56.55350848832403,-33.414051668333606,547.7221068190411,267.3946514699122,14.24595445861432,6.944918994815088,-70.64335512125807,1.733059345669411
1775579188000076300,37.964076171875,573.5820060381666,1.3316741217723709,35.97261762009331,-33.4140548585137,547.7673125872388,269.66377417392664,14.245954398755519,7.008652084670319,-70.64339613646796,2.9995709492351783
1775579189000080000,38.96407983398438,573.7786065628752,1.2497991104444701,25.71640091868453,-33.41405723316027,547.9639131119475,270.58891732761464,14.245954296525229,6.972518276849233,-70.64344693204237,3.9379261746811873
1775579190000083500,39.96408349609375,573.9899964984506,1.171407247176196,21.65607209883408,-33.414056950436155,548.1753030475229,271.43200247510447,14.24595421360065,6.777726489745977,-70.64349433650149,4.383370431746353
1775579191000086800,40.964086669921876,573.92087195348,1.1526895706540283,21.40082815327423,-33.41405503644417,548.1061785025522,273.2273050918062,14.24595424265198,6.774237158478131,-70.64354310436897,4.3644161514916835
1775579192000090400,41.96409033203125,573.8591980254278,1.2574227346380402,25.023369900045235,-33.41405731175552,548.0445045745,269.57953691830556,14.245954324457859,6.774608673257906,-70.64358100697521,4.071803272090517
1775579193000094500,42.96409448242188,573.9426599023864,1.3763935797389442,28.413273580831458,-33.414066849185154,548.1279664514586,260.7949869575403,14.245954401166859,6.325168226779036,-70.64362481576569,3.925166719421729
1775579194000096800,43.9640966796875,574.2172619039193,1.223077457058949,23.182786903296453,-33.414102363857545,548.4025684529915,242.17670523508048,14.245954489488167,6.468383095355904,-70.64366420623645,4.274835399449469
1775579195000101400,44.964101318359376,574.2772444151342,1.1830029147547054,20.166586511237252,-33.41414027808712,548.4625509642065,218.21104675198697,14.245954564968718,6.52478789172368,-70.64369223401104,4.7531816792946815
1775579196000105500,45.96410546875,574.7282775519416,1.1590494731283065,18.128977271587896,-33.41418784681717,548.9135841010138,201.7946081800719,14.245954594383948,6.492276044705934,-70.643703921175,5.180283993035457
1775579197000108300,46.9641083984375,574.4941107397899,1.158596276304263,17.173618635692037,-33.41423770285588,548.6794172888622,188.48064666496285,14.245954658991126,6.578286898275041,-70.64370329335169,5.466472574241836
1775579198000112600,47.964112548828126,574.7905922560021,1.1647680034744874,15.863013355801138,-33.41430241169064,548.9758988050744,188.48400442654818,14.245954666637381,6.577154365985188,-70.64371275770245,5.949601149154306
1775579199000116500,48.96411645507813,575.3232359457761,1.1698399376325177,15.786990122301052,-33.41436584445512,549.5085424948484,185.08893473434517,14.245954718504567,6.861324516135482,-70.64370865873133,6.004153605514583
1775579200000120600,49.96412060546875,575.5675272168592,1.174562432632227,15.031755225343387,-33.41442317900229,549.7528337659314,183.71513725259837,14.245954693469221,6.68961541051535,-70.64370722450279,6.331311646327646
1775579201000124000,50.9641240234375,575.4952939879149,1.194099089824367,14.394465263932831,-33.41448612823344,549.6806005369872,182.2711181640625,14.245954670330251,6.596427462203701,-70.64371615913508,6.721686277769544
1775579202000127700,51.96412768554688,575.4223151039332,1.163598292691687,13.15387595314931,-33.41455250698998,549.6076216530055,182.2711181640625,14.245954697053808,6.5377621399893915,-70.6437200478561,7.167793944513617
1775579203000132000,52.96413208007812,575.8324932297692,1.171221631955682,17.387712116985256,-33.414590250331756,550.0177997788414,182.2711181640625,14.245954677860016,6.573156530671709,-70.64371439302502,5.457773854726639
1775579204000135700,53.9641357421875,575.7162694418803,1.1720902028791496,16.484534753862317,-33.4146446366649,549.9015759909526,182.2711181640625,14.245954721465912,6.621969643851881,-70.64372094330562,5.761269638398206
1775579205000140300,54.96414038085938,576.0015363572165,1.156788405868731,17.67655716729416,-33.41469007162313,550.1868429062888,182.2711181640625,14.245954735313067,6.541959288943339,-70.64372589931318,5.3025353013532
1775579206000144100,55.96414404296875,576.0445253802463,1.2077604130261108,23.028583176184185,-33.414721895664,550.2298319293186,182.2711181640625,14.245954716494992,6.449492533011703,-70.64372533760559,4.2494168411976
1775579207000148700,56.96414868164062,575.9607200585306,1.1795422718859758,26.943474089335233,-33.41474690795806,550.1460266076028,182.2711181640625,14.245954718205518,6.809881714661457,-70.64373188384883,3.5471053726499693
1775579208000153000,57.964153076171876,575.7505304031074,1.272928505315609,35.725680446418956,-33.414768833385224,549.9358369521797,182.2711181640625,14.245954664546447,6.675164219219398,-70.6437324027988,2.8870665788400602
1775579209000156400,58.964156494140624,575.7873485106975,1.2748575261557755,52.65148867451658,-33.41477888536918,549.9726550597697,182.2711181640625,14.245954622034406,6.839239240941158,-70.64373342032304,1.9619119093234436
1775579210000160800,59.96416088867188,575.6870829472318,1.158797380312389,141.80181941065825,-33.41477405989153,549.8723894963041,182.2711181640625,14.24595460829198,6.7566743044150614,-70.64373328161851,0.6620834122307047
1775579211000165400,60.96416528320312,575.7870300523937,0.7185619110417696,180,-33.414767011829944,549.9723366014659,182.2711181640625,14.245954590575272,7.01080995719344,-70.64373407182758,0.16652601579153084
1775579212000170000,61.964169921875,575.7052124878392,1.069898771132057,180,-33.4147708945122,549.8905190369114,182.2711181640625,14.24595459057527,7.4363832492993325,-70.64371708738736,0.2171744968044225
1775579213000173600,62.964173583984376,575.735830437392,1.0834620219163553,180,-33.414776590430584,549.9211369864643,182.2711181640625,14.245954590575272,7.41448968531756,-70.6437173567409,0.16304219307488352
1775579214000177000,63.964177001953125,575.3502141777426,1.198413201505762,180,-33.41477954535313,549.5355207268149,182.2711181640625,14.24595459057527,7.542114740458838,-70.6437174964778,0.2394432550616614
1775579215000181800,64.964181640625,575.2862445898354,1.0348291947124522,180,-33.414773814139345,549.4715511389077,182.2711181640625,14.24595459057527,7.259006336972938,-70.64371722545515,0.08550326556168338
1775579216000187000,65.96418676757813,575.1608339492232,1.1747779797424154,180,-33.41477301291302,549.3461404982954,182.2711181640625,14.245954590575272,7.419938270337552,-70.64371718756662,0.29366081344731737
1775579217000190700,66.96419067382813,574.6611584424973,1.2806166031947297,180,-33.41474171718931,548.8464649915695,182.2711181640625,14.245954494092656,7.491421843084434,-70.64371570762735,2.2726347295609983
1775579218000195600,67.96419555664062,574.3774151997641,0.7185619110417696,180,-33.41475647378645,548.5627217488363,182.2711181640625,14.245954591789156,7.425108084654275,-70.64371640545318,0.22428914910978676
1775579219000199000,68.96419897460937,574.4072983190417,0.7185619110417696,180,-33.414759730545974,548.592604868114,182.2711181640625,14.245954590575272,7.304071525502987,-70.6437165594613,0.20730528205296225
1775579220000203000,69.964203125,574.3938001701608,1.065937909155889,180,-33.414762104810215,548.5791067192331,182.2711181640625,14.24595459057527,7.188463121898052,-70.64371667173762,0.2286328142558908
1775579221000208000,70.96420776367188,574.6454169377685,1.2495945938572803,180,-33.41476194753883,548.8307234868407,182.2711181640625,14.24595459057527,7.283257901957426,-70.64371666429918,0.07135495529659236
1775579222000212200,71.96421215820313,574.5700543299317,1.1684108938739994,180,-33.4147670866083,548.755360879004,182.2711181640625,14.245954590575272,7.274019453616941,-70.64371690732084,0.26595733668164384
1775579223000216300,72.96421630859375,574.6143565578386,1.1571857352407728,180,-33.414766481449966,548.7996631069109,182.2711181640625,14.24595459057527,7.339516785396347,-70.643716878703,0.17896325647477904
1775579224000221200,73.96422119140625,574.4519126014784,1.1472478352050175,180,-33.4147715097074,548.6372191505507,182.2711181640625,14.24595459057527,7.416955633914077,-70.6437171164848,0.13721678043831156
1775579225000225000,74.96422509765625,575.1373717272654,0.9345588559367439,180,-33.414773594101014,549.3226782763377,182.2711181640625,14.24595459057527,7.54521658600025,-70.64371721505047,0.337700190304449
1775579226000230000,75.96422998046874,575.9922314062715,0.6554762407383281,180,-33.414774127187066,550.1775379553437,182.2711181640625,14.245954579747991,7.616603823260989,-70.64371724025555,0.37105196102609583
