time,seconds_elapsed,dBFS
1776314367781000000,124.917,-30.848180770874023
1776314367886000000,125.02200024414063,-24.47980308532715
1776314367988000000,125.124,-25.199373245239258
1776314368093000000,125.229,-25.96718978881836
1776314368198000000,125.33400024414063,-28.420228958129883
1776314368301000000,125.437,-29.605426788330078
1776314368406000000,125.54200024414062,-20.044700622558594
1776314368511000000,125.647,-22.169092178344727
1776314368616000000,125.752,-16.78286361694336
1776314368718000000,125.85400024414062,-18.401880264282227
1776314368820000000,125.956,-20.58300018310547
1776314368925000000,126.061,-21.53519630432129
1776314369030000000,126.16600024414062,-23.857975006103516
1776314369132000000,126.268,-27.131006240844727
1776314369236000000,126.372,-31.435720443725586
1776314369339000000,126.475,-34.2591438293457
1776314369444000000,126.58,-23.537935256958008
1776314369549000000,126.685,-26.920469284057617
1776314369654000000,126.79000024414063,-15.637808799743652
1776314369759000000,126.895,-18.692476272583008
1776314369863000000,126.999,-20.884008407592773
1776314369968000000,127.104,-21.43495750427246
1776314370073000000,127.209,-23.829303741455078
1776314370179000000,127.315,-27.81528663635254
1776314370282000000,127.41799975585937,-29.986286163330078
1776314370387000000,127.523,-18.567461013793945
1776314370492000000,127.628,-22.499828338623047
1776314370597000000,127.733,-26.30182456970215
1776314370702000000,127.83800024414063,-17.079221725463867
1776314370803000000,127.939,-19.535860061645508
1776314370908000000,128.044,-20.06068229675293
1776314371013000000,128.149,-23.26268768310547
1776314371118000000,128.25400024414063,-24.8696231842041
1776314371219000000,128.355,-23.123565673828125
1776314371324000000,128.46,-20.72805404663086
1776314371429000000,128.565,-21.87962532043457
1776314371534000000,128.67000024414062,-25.049673080444336
1776314371639000000,128.775,-24.648351669311523
1776314371740000000,128.876,-18.651845932006836
1776314371845000000,128.981,-19.913528442382812
1776314371950000000,129.08600024414062,-22.393613815307617
1776314372056000000,129.192,-23.844884872436523
1776314372161000000,129.297,-24.352407455444336
1776314372266000000,129.40199975585938,-24.61745262145996
1776314372371000000,129.507,-24.93861198425293
1776314372476000000,129.612,-22.739980697631836
1776314372581000000,129.717,-19.29448890686035
1776314372687000000,129.823,-21.430830001831055
1776314372792000000,129.928,-18.673973083496094
1776314372897000000,130.033,-5.930675029754639
1776314373002000000,130.13799975585937,-10.468443870544434
1776314373107000000,130.243,-14.277674674987793
1776314373212000000,130.348,-17.926681518554688
1776314373317000000,130.453,-19.24582290649414
1776314373423000000,130.559,-16.901174545288086
1776314373527000000,130.663,-19.62018585205078
1776314373632000000,130.768,-18.11318588256836
1776314373737000000,130.873,-18.848344802856445
1776314373842000000,130.97799975585937,-21.23594093322754
1776314373947000000,131.083,-23.45256233215332
1776314374052000000,131.188,-25.484092712402344
1776314374158000000,131.29400024414062,-24.093618392944336
1776314374261000000,131.397,-26.43560028076172
1776314374363000000,131.499,-27.913387298583984
1776314374468000000,131.604,-25.981231689453125
1776314374573000000,131.709,-27.40908432006836
1776314374678000000,131.81400024414063,-29.56705093383789
1776314374784000000,131.92,-30.8011531829834
1776314374889000000,132.025,-33.04607009887695
1776314374994000000,132.1299997558594,-32.28068542480469
1776314375099000000,132.235,-33.56576919555664
1776314375204000000,132.34,-35.88467788696289
1776314375309000000,132.445,-36.19001388549805
1776314375414000000,132.55000024414062,-33.386077880859375
1776314375520000000,132.656,-24.440492630004883
1776314375623000000,132.759,-22.47174644470215
1776314375724000000,132.86,-15.70082950592041
1776314375829000000,132.965,-11.759039878845215
1776314375934000000,133.07000024414063,-12.56430721282959
1776314376039000000,133.175,-14.416574478149414
1776314376145000000,133.281,-14.043623924255371
1776314376250000000,133.3859997558594,-17.9507999420166
1776314376355000000,133.491,-21.893529891967773
1776314376460000000,133.596,-19.2534236907959
1776314376565000000,133.701,-21.164670944213867
1776314376670000000,133.80600024414062,-20.69561004638672
1776314376772000000,133.908,-20.623300552368164
1776314376877000000,134.013,-19.870227813720703
1776314376982000000,134.11800024414063,-22.148515701293945
1776314377086000000,134.22200024414062,-25.416959762573242
1776314377191000000,134.327,-28.761842727661133
1776314377296000000,134.432,-23.91961669921875
1776314377401000000,134.537,-24.405075073242188
1776314377507000000,134.643,-22.354679107666016
1776314377612000000,134.748,-16.022239685058594
1776314377717000000,134.853,-18.942617416381836
1776314377820000000,134.956,-22.369861602783203
1776314377925000000,135.061,-25.38871192932129
1776314378030000000,135.16600024414063,-27.45503044128418
1776314378133000000,135.269,-23.30005645751953
1776314378238000000,135.37400024414063,-26.640186309814453
1776314378343000000,135.479,-21.226898193359375
1776314378448000000,135.584,-25.228242874145508
1776314378553000000,135.689,-21.277978897094727
1776314378659000000,135.795,-25.008506774902344
1776314378764000000,135.9,-26.4365291595459
1776314378869000000,136.005,-29.189496994018555
1776314378974000000,136.11000024414062,-31.718700408935547
1776314379079000000,136.215,-20.50296974182129
1776314379183000000,136.319,-21.677650451660156
1776314379287000000,136.423,-22.08935546875
1776314379392000000,136.528,-22.441783905029297
1776314379497000000,136.633,-22.25954818725586
1776314379602000000,136.73799975585936,-25.688932418823242
1776314379707000000,136.843,-27.071632385253906
1776314379813000000,136.949,-25.669801712036133
1776314379918000000,137.05400024414064,-13.246835708618164
1776314380023000000,137.159,-14.919952392578125
1776314380128000000,137.264,-18.95503807067871
1776314380231000000,137.367,-20.813587188720703
1776314380336000000,137.472,-23.742969512939453
1776314380437000000,137.573,-24.34181785583496
1776314380542000000,137.67800024414063,-27.71516227722168
1776314380647000000,137.783,-29.212575912475586
1776314380752000000,137.888,-27.947694778442383
1776314380857000000,137.993,-30.441354751586914
1776314380962000000,138.09799975585938,-31.795785903930664
1776314381067000000,138.203,-24.01174545288086
1776314381173000000,138.309,-26.365177154541016
1776314381278000000,138.41400024414062,-22.285207748413086
1776314381383000000,138.519,-23.541025161743164
1776314381488000000,138.624,-12.483304023742676
1776314381593000000,138.729,-9.761656761169434
1776314381698000000,138.83399975585937,-13.605899810791016
1776314381802000000,138.93799975585938,-15.473369598388672
1776314381907000000,139.043,-16.75861358642578
1776314382012000000,139.148,-19.890300750732422
1776314382117000000,139.253,-20.05851936340332
1776314382218000000,139.35399975585938,-21.706283569335938
1776314382324000000,139.46,-23.80694007873535
1776314382429000000,139.565,-26.985363006591797
1776314382534000000,139.67000024414062,-29.02307891845703
1776314382639000000,139.775,-30.75536346435547
1776314382742000000,139.87800024414062,-29.659923553466797
1776314382847000000,139.983,-23.333078384399414
1776314382952000000,140.088,-13.724793434143066
1776314383057000000,140.193,-13.249093055725098
1776314383162000000,140.29799975585937,-16.931987762451172
1776314383267000000,140.403,-17.26650047302246
1776314383372000000,140.508,-8.93181324005127
1776314383478000000,140.6140002441406,-10.863107681274414
1776314383583000000,140.719,-12.971917152404785
1776314383688000000,140.824,-10.016013145446777
1776314383793000000,140.929,-13.205399513244629
1776314383898000000,141.03399975585938,-16.487627029418945
1776314384003000000,141.139,-18.536434173583984
1776314384108000000,141.244,-22.318817138671875
1776314384214000000,141.35000024414063,-24.99559783935547
1776314384319000000,141.455,-28.517919540405273
1776314384424000000,141.56,-31.434568405151367
1776314384529000000,141.665,-24.926780700683594
1776314384634000000,141.76999975585937,-16.257606506347656
1776314384735000000,141.871,-15.539566993713379
1776314384840000000,141.976,-14.835196495056152
1776314384945000000,142.081,-19.130340576171875
1776314385047000000,142.183,-21.80797576904297
1776314385152000000,142.288,-25.916704177856445
1776314385254000000,142.39000024414062,-27.32552146911621
1776314385359000000,142.495,-29.119253158569336
1776314385461000000,142.597,-26.231698989868164
1776314385566000000,142.70200024414063,-23.918724060058594
1776314385672000000,142.808,-27.141273498535156
1776314385774000000,142.91000024414063,-29.309131622314453
1776314385879000000,143.015,-18.145055770874023
1776314385983000000,143.119,-16.68808937072754
1776314386089000000,143.225,-18.375110626220703
1776314386194000000,143.32999975585938,-20.111560821533203
1776314386299000000,143.435,-16.281150817871094
1776314386400000000,143.536,-18.671506881713867
1776314386505000000,143.641,-19.651132583618164
1776314386610000000,143.74599975585937,-9.6757230758667
1776314386712000000,143.848,-14.134033203125
1776314386817000000,143.953,-17.30495834350586
1776314386922000000,144.05799975585938,-19.97885513305664
1776314387027000000,144.163,-20.661584854125977
1776314387132000000,144.268,-23.42177963256836
1776314387237000000,144.373,-27.802284240722656
1776314387343000000,144.479,-28.712448120117188
1776314387446000000,144.58200024414063,-25.233999252319336
1776314387551000000,144.687,-27.346803665161133
1776314387656000000,144.792,-22.689327239990234
1776314387761000000,144.897,-20.90065574645996
1776314387867000000,145.003,-18.764114379882812
1776314387972000000,145.108,-20.603641510009766
1776314388077000000,145.213,-22.636581420898438
1776314388182000000,145.31800024414062,-19.248132705688477
1776314388287000000,145.423,-17.90576934814453
1776314388392000000,145.528,-16.247793197631836
1776314388498000000,145.63399975585938,-16.856342315673828
1776314388601000000,145.737,-18.128692626953125
1776314388707000000,145.843,-20.10201072692871
1776314388812000000,145.948,-15.319021224975586
1776314388917000000,146.053,-19.470548629760742
1776314389022000000,146.15800024414062,-17.72320556640625
1776314389127000000,146.263,-14.549015045166016
1776314389232000000,146.368,-17.111751556396484
1776314389338000000,146.47399975585938,-21.465120315551758
1776314389441000000,146.577,-23.971948623657227
1776314389546000000,146.68199975585938,-23.0637264251709
1776314389647000000,146.783,-25.90557861328125
1776314389753000000,146.889,-27.882007598876953
1776314389858000000,146.99399975585936,-21.46529769897461
1776314389963000000,147.099,-24.24622344970703
1776314390068000000,147.204,-25.853185653686523
1776314390173000000,147.309,-28.217641830444336
1776314390278000000,147.41400024414062,-28.74289894104004
1776314390383000000,147.519,-27.51302146911621
1776314390489000000,147.625,-26.476346969604492
1776314390590000000,147.72600024414064,-29.07303237915039
1776314390695000000,147.831,-29.856815338134766
1776314390800000000,147.936,-22.71282386779785
1776314390906000000,148.04199975585936,-19.805692672729492
1776314391011000000,148.147,-18.52759552001953
1776314391112000000,148.248,-10.026894569396973
1776314391217000000,148.353,-10.581052780151367
1776314391322000000,148.45799975585936,-13.252754211425781
1776314391428000000,148.564,-16.555185317993164
1776314391533000000,148.669,-19.29988670349121
1776314391638000000,148.77400024414064,-21.365741729736328
1776314391740000000,148.876,-5.3624138832092285
1776314391845000000,148.981,-9.163017272949219
1776314391947000000,149.083,-12.628233909606934
1776314392052000000,149.188,-14.712236404418945
1776314392158000000,149.29400024414062,-18.68331527709961
1776314392261000000,149.397,-21.176502227783203
1776314392363000000,149.499,-25.74478530883789
1776314392468000000,149.604,-21.011640548706055
1776314392573000000,149.709,-22.94243049621582
1776314392678000000,149.81400024414063,-14.586872100830078
1776314392784000000,149.92,-16.241384506225586
1776314392886000000,150.02200024414063,-17.943492889404297
1776314392991000000,150.127,-10.154279708862305
1776314393098000000,150.23399975585937,-9.342220306396484
1776314393203000000,150.339,-12.501516342163086
1776314393306000000,150.44199975585937,-7.723540782928467
1776314393411000000,150.547,-11.334012031555176
1776314393516000000,150.652,-7.087104797363281
1776314393622000000,150.75800024414062,-10.693341255187988
1776314393726000000,150.86200024414063,-13.80707836151123
1776314393831000000,150.967,-16.12779426574707
1776314393937000000,151.073,-15.433109283447266
1776314394040000000,151.176,-17.819067001342773
1776314394145000000,151.281,-20.458627700805664
1776314394250000000,151.3859997558594,-24.370527267456055
1776314394356000000,151.492,-25.98343276977539
1776314394461000000,151.597,-24.41265869140625
1776314394566000000,151.70200024414063,-13.845742225646973
1776314394667000000,151.803,-15.949048042297363
1776314394771000000,151.907,-18.25469207763672
1776314394876000000,152.012,-15.404511451721191
1776314394982000000,152.11800024414063,-18.102861404418945
1776314395085000000,152.221,-21.490238189697266
1776314395190000000,152.32600024414063,-18.08736801147461
1776314395295000000,152.431,-16.781085968017578
1776314395401000000,152.537,-15.352523803710938
1776314395506000000,152.6419997558594,-11.537732124328613
1776314395611000000,152.747,-12.10159969329834
1776314395713000000,152.849,-14.338371276855469
1776314395818000000,152.95399975585937,-14.0262451171875
1776314395924000000,153.06,-16.286909103393555
1776314396029000000,153.165,-14.88515567779541
1776314396133000000,153.269,-16.056472778320312
1776314396238000000,153.37400024414063,-16.0150089263916
1776314396343000000,153.479,-16.177053451538086
1776314396449000000,153.585,-17.359468460083008
1776314396554000000,153.68999975585936,-19.275943756103516
1776314396659000000,153.795,-14.754487991333008
1776314396764000000,153.9,-11.307437896728516
1776314396866000000,154.00199975585937,-13.262202262878418
1776314396971000000,154.107,-15.960840225219727
1776314397076000000,154.212,-16.165050506591797
1776314397181000000,154.317,-16.892250061035156
1776314397287000000,154.423,-12.14257526397705
1776314397392000000,154.528,-14.07996940612793
1776314397493000000,154.629,-17.83448600769043
1776314397598000000,154.73400024414062,-18.35923194885254
1776314397703000000,154.839,-20.715749740600586
1776314397808000000,154.944,-13.205151557922363
1776314397913000000,155.049,-12.38721752166748
1776314398018000000,155.1539997558594,-14.629912376403809
1776314398123000000,155.259,-17.02403450012207
1776314398226000000,155.3619997558594,-17.87965202331543
1776314398331000000,155.467,-17.970809936523438
1776314398436000000,155.572,-15.292256355285645
1776314398542000000,155.67800024414063,-12.84458065032959
1776314398647000000,155.783,-9.644250869750977
1776314398752000000,155.888,-12.295117378234863
1776314398857000000,155.993,-9.67440414428711
1776314398960000000,156.096,-11.352205276489258
1776314399065000000,156.201,-12.823589324951172
1776314399170000000,156.30599975585938,-15.844964981079102
1776314399275000000,156.411,-18.295259475708008
1776314399381000000,156.517,-13.275077819824219
1776314399486000000,156.62200024414062,-15.19424057006836
1776314399591000000,156.727,-18.475852966308594
1776314399696000000,156.832,-17.126792907714844
1776314399801000000,156.937,-21.50656509399414
1776314399906000000,157.04199975585936,-20.83970832824707
1776314400011000000,157.147,-19.5291805267334
1776314400117000000,157.253,-20.623992919921875
1776314400222000000,157.3580002441406,-18.238779067993164
1776314400327000000,157.463,-19.402862548828125
1776314400432000000,157.568,-21.372329711914062
1776314400537000000,157.673,-16.83085060119629
1776314400641000000,157.777,-14.958130836486816
1776314400746000000,157.88199975585937,-15.379115104675293
1776314400848000000,157.984,-18.9743709564209
1776314400953000000,158.089,-17.16387939453125
1776314401058000000,158.19399975585938,-19.101917266845703
1776314401164000000,158.3,-22.120988845825195
1776314401264000000,158.4,-26.710880279541016
1776314401369000000,158.505,-30.052074432373047
1776314401474000000,158.60999975585938,-33.76198196411133
1776314401579000000,158.715,-36.66035079956055
1776314401681000000,158.817,-33.39613723754883
1776314401786000000,158.9219997558594,-35.97441101074219
1776314401887000000,159.023,-38.41603088378906
1776314401992000000,159.128,-25.128639221191406
1776314402096000000,159.232,-29.326618194580078
1776314402201000000,159.337,-21.94223403930664
1776314402306000000,159.44199975585937,-21.62764549255371
1776314402411000000,159.547,-21.74049186706543
1776314402516000000,159.652,-23.10264015197754
1776314402619000000,159.755,-21.177913665771484
1776314402724000000,159.86,-22.407609939575195
1776314402829000000,159.965,-20.57914161682129
1776314402934000000,160.07000024414063,-23.395021438598633
1776314403039000000,160.175,-25.869935989379883
1776314403144000000,160.28,-24.99103355407715
1776314403250000000,160.3859997558594,-20.279563903808594
1776314403355000000,160.491,-22.8330135345459
1776314403460000000,160.596,-26.64950180053711
1776314403565000000,160.701,-25.049617767333984
1776314403670000000,160.80600024414062,-23.86831283569336
1776314403775000000,160.911,-26.373809814453125
1776314403880000000,161.016,-27.31782341003418
1776314403981000000,161.117,-31.07917594909668
1776314404082000000,161.21799975585938,-32.28738021850586
1776314404187000000,161.323,-27.835906982421875
1776314404292000000,161.428,-27.364404678344727
1776314404397000000,161.533,-27.47018051147461
1776314404502000000,161.6380002441406,-26.98101806640625
1776314404605000000,161.741,-25.645278930664062
1776314404707000000,161.843,-27.248289108276367
1776314404812000000,161.948,-23.80634117126465
1776314404917000000,162.053,-26.316329956054688
1776314405018000000,162.1539997558594,-30.005407333374023
1776314405120000000,162.256,-31.790971755981445
1776314405225000000,162.361,-24.93381118774414
1776314405331000000,162.467,-27.229875564575195
1776314405436000000,162.572,-15.709609031677246
1776314405541000000,162.677,-16.775062561035156
1776314405646000000,162.78200024414062,-16.206539154052734
1776314405751000000,162.887,-19.435367584228516
1776314405856000000,162.992,-20.072521209716797
1776314405961000000,163.097,-23.012876510620117
1776314406064000000,163.2,-25.57033920288086
1776314406169000000,163.305,-28.947668075561523
1776314406274000000,163.4099997558594,-20.795562744140625
1776314406380000000,163.516,-24.3853759765625
1776314406485000000,163.621,-15.072419166564941
1776314406585000000,163.721,-18.701400756835938
1776314406690000000,163.82599975585939,-20.294591903686523
1776314406795000000,163.931,-22.808855056762695
1776314406899000000,164.035,-23.968584060668945
1776314407001000000,164.137,-14.88528823852539
1776314407105000000,164.241,-14.367786407470703
1776314407210000000,164.34599975585937,-15.470451354980469
1776314407316000000,164.452,-17.346006393432617
1776314407421000000,164.557,-20.4793758392334
1776314407526000000,164.66200024414061,-18.022615432739258
1776314407631000000,164.767,-17.48274803161621
1776314407733000000,164.869,-12.282957077026367
1776314407838000000,164.97400024414063,-12.949605941772461
1776314407943000000,165.079,-15.58106803894043
1776314408049000000,165.185,-20.447471618652344
1776314408154000000,165.28999975585938,-24.325904846191406
1776314408259000000,165.395,-28.580467224121094
1776314408364000000,165.5,-30.601823806762695
1776314408469000000,165.605,-15.984000205993652
1776314408574000000,165.71000024414062,-14.958460807800293
1776314408679000000,165.815,-17.012065887451172
1776314408784000000,165.92,-21.863496780395508
1776314408886000000,166.02200024414063,-13.678996086120605
1776314408991000000,166.127,-11.9435396194458
1776314409096000000,166.232,-14.793312072753906
1776314409199000000,166.335,-18.97553062438965
1776314409304000000,166.44,-22.051124572753906
1776314409409000000,166.545,-26.476545333862305
1776314409515000000,166.651,-28.84271240234375
1776314409616000000,166.752,-24.144773483276367
1776314409721000000,166.857,-26.158592224121094
1776314409827000000,166.963,-11.723708152770996
1776314409932000000,167.068,-13.85607624053955
1776314410037000000,167.173,-13.070310592651367
1776314410142000000,167.27800024414063,-16.627851486206055
1776314410248000000,167.384,-20.818206787109375
1776314410353000000,167.489,-25.338260650634766
1776314410458000000,167.5939997558594,-28.85965919494629
1776314410563000000,167.699,-32.370914459228516
1776314410668000000,167.804,-34.82854080200195
1776314410773000000,167.909,-32.33878707885742
1776314410875000000,168.011,-34.353145599365234
1776314410981000000,168.117,-36.875431060791016
1776314411083000000,168.219,-38.6207275390625
1776314411188000000,168.324,-35.966190338134766
1776314411290000000,168.42599975585938,-36.80711364746094
1776314411395000000,168.531,-38.21240234375
1776314411500000000,168.636,-40.205963134765625
1776314411605000000,168.741,-40.25720977783203
1776314411707000000,168.843,-41.78136444091797
1776314411813000000,168.949,-42.544490814208984
1776314411918000000,169.05400024414064,-41.2628288269043
1776314412023000000,169.159,-39.199771881103516
1776314412128000000,169.264,-36.320194244384766
1776314412233000000,169.369,-29.878658294677734
1776314412338000000,169.47399975585938,-33.160972595214844
1776314412440000000,169.576,-36.48088455200195
1776314412545000000,169.681,-32.08496856689453
1776314412647000000,169.783,-34.649017333984375
1776314412752000000,169.888,-36.3986930847168
1776314412854000000,169.99000024414062,-36.50879669189453
1776314412959000000,170.095,-36.47348403930664
1776314413064000000,170.2,-38.76466369628906
1776314413169000000,170.305,-39.074642181396484
1776314413275000000,170.411,-40.89177703857422
1776314413380000000,170.516,-37.95783996582031
1776314413485000000,170.621,-40.63750076293945
1776314413590000000,170.72600024414064,-41.71622848510742
1776314413695000000,170.831,-42.07276153564453
1776314413800000000,170.936,-43.832340240478516
1776314413905000000,171.041,-44.558834075927734
1776314414010000000,171.14599975585938,-40.32484817504883
1776314414112000000,171.248,-42.300941467285156
1776314414217000000,171.353,-42.45854568481445
1776314414322000000,171.45799975585936,-41.21196365356445
1776314414427000000,171.563,-42.46791458129883
1776314414532000000,171.668,-41.838836669921875
1776314414637000000,171.773,-38.165008544921875
1776314414738000000,171.8739997558594,-40.055355072021484
1776314414841000000,171.977,-40.263729095458984
1776314414946000000,172.08199975585939,-42.22621536254883
1776314415051000000,172.187,-43.63688278198242
1776314415154000000,172.28999975585938,-41.0164909362793
1776314415259000000,172.395,-43.2620849609375
1776314415363000000,172.499,-44.73597717285156
1776314415468000000,172.604,-44.447566986083984
1776314415573000000,172.709,-43.746910095214844
1776314415678000000,172.81400024414063,-45.16239547729492
1776314415784000000,172.92,-35.910484313964844
1776314415886000000,173.02200024414063,-37.385337829589844
1776314415991000000,173.127,-38.198299407958984
1776314416096000000,173.232,-39.688629150390625
1776314416201000000,173.337,-41.20307922363281
1776314416307000000,173.443,-41.246315002441406
1776314416409000000,173.545,-41.423763275146484
1776314416514000000,173.64999975585937,-41.93645095825195
1776314416617000000,173.753,-42.19133377075195
1776314416722000000,173.85799975585937,-40.37342834472656
1776314416824000000,173.96,-42.47890090942383
1776314416929000000,174.065,-43.60544967651367
1776314417034000000,174.16999975585938,-40.98509979248047
1776314417139000000,174.275,-42.53614044189453
1776314417244000000,174.38,-40.82076644897461
1776314417349000000,174.485,-40.59697723388672
1776314417453000000,174.589,-38.89910125732422
1776314417559000000,174.695,-38.32658767700195
1776314417664000000,174.8,-34.69942855834961
1776314417769000000,174.905,-29.804780960083008
1776314417874000000,175.00999975585938,-31.899272918701172
1776314417979000000,175.115,-31.952430725097656
1776314418084000000,175.22,-32.197547912597656
1776314418189000000,175.325,-25.802106857299805
1776314418294000000,175.43000024414061,-28.808223724365234
1776314418400000000,175.536,-28.424776077270508
1776314418501000000,175.637,-27.60364532470703
1776314418606000000,175.74200024414063,-26.00764274597168
1776314418708000000,175.844,-26.446916580200195
1776314418813000000,175.949,-28.697359085083008
1776314418918000000,176.05400024414064,-31.163198471069336
1776314419023000000,176.159,-34.12740707397461
1776314419128000000,176.264,-36.46377182006836
1776314419233000000,176.369,-34.265037536621094
1776314419335000000,176.471,-35.70331954956055
1776314419440000000,176.576,-31.0843448638916
1776314419545000000,176.681,-30.04020118713379
1776314419647000000,176.783,-31.32166862487793
1776314419752000000,176.888,-33.24838638305664
1776314419857000000,176.993,-36.28702926635742
1776314419960000000,177.096,-38.24003601074219
1776314420065000000,177.201,-40.41046905517578
1776314420170000000,177.30599975585938,-41.36658477783203
1776314420275000000,177.411,-40.55274963378906
1776314420381000000,177.517,-39.755577087402344
1776314420486000000,177.62200024414062,-35.493648529052734
1776314420591000000,177.727,-37.238922119140625
1776314420696000000,177.832,-39.07482147216797
1776314420799000000,177.935,-38.38422393798828
1776314420904000000,178.04,-40.6293830871582
1776314421009000000,178.145,-40.86008834838867
1776314421115000000,178.251,-41.95340347290039
1776314421220000000,178.356,-39.9873046875
1776314421325000000,178.461,-37.72248458862305
1776314421430000000,178.56600024414064,-38.763118743896484
1776314421535000000,178.671,-40.58325958251953
1776314421640000000,178.776,-40.680572509765625
1776314421745000000,178.881,-39.42548370361328
1776314421850000000,178.98599975585938,-40.955902099609375
1776314421955000000,179.091,-40.6912841796875
1776314422060000000,179.196,-40.36048126220703
1776314422165000000,179.301,-34.78241729736328
1776314422271000000,179.407,-38.083892822265625
1776314422372000000,179.508,-39.818973541259766
1776314422476000000,179.612,-40.5649528503418
1776314422581000000,179.717,-29.7523250579834
1776314422686000000,179.8220002441406,-27.911962509155273
1776314422791000000,179.927,-28.934192657470703
1776314422896000000,180.032,-29.373306274414062
1776314423001000000,180.137,-31.242656707763672
1776314423106000000,180.24199975585938,-26.22853660583496
1776314423211000000,180.347,-29.806167602539062
1776314423317000000,180.453,-32.49135971069336
1776314423422000000,180.55800024414063,-29.88754653930664
1776314423527000000,180.663,-32.51411056518555
1776314423632000000,180.768,-33.797603607177734
1776314423737000000,180.873,-28.57093048095703
1776314423842000000,180.97799975585937,-30.10479736328125
1776314423948000000,181.084,-27.741912841796875
1776314424053000000,181.189,-26.636926651000977
1776314424158000000,181.29400024414062,-24.79360580444336
1776314424263000000,181.399,-19.25325584411621
1776314424368000000,181.504,-21.2054386138916
1776314424473000000,181.609,-24.05169105529785
1776314424579000000,181.715,-25.91199493408203
1776314424679000000,181.815,-28.442127227783203
1776314424785000000,181.921,-27.664142608642578
1776314424886000000,182.02200024414063,-28.744253158569336
1776314424991000000,182.127,-30.67340850830078
1776314425096000000,182.232,-28.257749557495117
1776314425202000000,182.33799975585939,-28.780975341796875
1776314425307000000,182.443,-23.952129364013672
1776314425412000000,182.548,-26.81377410888672
1776314425517000000,182.653,-29.03500747680664
1776314425619000000,182.755,-25.471406936645508
1776314425722000000,182.85799975585937,-28.261127471923828
1776314425827000000,182.963,-31.226648330688477
1776314425932000000,183.068,-33.579429626464844
1776314426037000000,183.173,-36.412025451660156
1776314426139000000,183.275,-38.527801513671875
1776314426244000000,183.38,-22.301015853881836
1776314426349000000,183.485,-17.378881454467773
1776314426453000000,183.589,-21.55984878540039
1776314426554000000,183.68999975585936,-24.994016647338867
1776314426659000000,183.795,-28.01467514038086
1776314426765000000,183.901,-30.20690155029297
1776314426866000000,184.00199975585937,-33.28562545776367
1776314426971000000,184.107,-35.2350959777832
1776314427076000000,184.212,-26.842281341552734
1776314427177000000,184.313,-25.096412658691406
1776314427282000000,184.41799975585937,-28.711605072021484
1776314427383000000,184.519,-27.504079818725586
1776314427488000000,184.624,-13.465456008911133
1776314427593000000,184.729,-15.796187400817871
1776314427698000000,184.83399975585937,-17.87417221069336
1776314427804000000,184.94,-20.100460052490234
1776314427909000000,185.045,-22.109752655029297
1776314428014000000,185.1500002441406,-24.508811950683594
1776314428119000000,185.255,-26.72270393371582
1776314428224000000,185.36,-28.783184051513672
1776314428330000000,185.46599975585937,-22.426801681518555
1776314428432000000,185.568,-25.15488052368164
1776314428537000000,185.673,-27.516569137573242
1776314428642000000,185.77799975585938,-25.75725746154785
1776314428747000000,185.883,-28.861644744873047
1776314428852000000,185.988,-26.688840866088867
1776314428957000000,186.093,-25.868282318115234
1776314429062000000,186.19800024414062,-26.09093475341797
1776314429168000000,186.304,-27.878128051757812
1776314429273000000,186.409,-21.085315704345703
1776314429378000000,186.51399975585937,-20.157209396362305
1776314429483000000,186.619,-23.38997459411621
1776314429588000000,186.724,-24.782255172729492
1776314429694000000,186.83000024414062,-26.563966751098633
1776314429799000000,186.935,-23.55232810974121
1776314429904000000,187.04,-24.164478302001953
1776314430009000000,187.145,-25.945140838623047
1776314430114000000,187.24999975585936,-28.163097381591797
1776314430219000000,187.355,-28.8400821685791
1776314430324000000,187.46,-29.606340408325195
1776314430429000000,187.565,-14.945417404174805
1776314430534000000,187.67000024414062,-16.768882751464844
1776314430639000000,187.775,-19.741867065429688
1776314430744000000,187.88,-22.632198333740234
1776314430850000000,187.98599975585938,-24.984495162963867
1776314430955000000,188.091,-20.860519409179688
1776314431060000000,188.196,-21.70598793029785
1776314431165000000,188.301,-25.36085319519043
1776314431270000000,188.4060002441406,-27.669536590576172
1776314431375000000,188.511,-30.99721336364746
1776314431480000000,188.616,-32.38780975341797
1776314431586000000,188.72199975585937,-22.75873565673828
1776314431691000000,188.827,-25.285314559936523
1776314431796000000,188.932,-29.682600021362305
1776314431898000000,189.03399975585938,-32.89287185668945
1776314432003000000,189.139,-36.36304473876953
1776314432108000000,189.244,-30.87825584411621
1776314432210000000,189.34599975585937,-31.672321319580078
1776314432314000000,189.44999975585938,-34.53009796142578
1776314432419000000,189.555,-36.699989318847656
1776314432524000000,189.66,-38.210670471191406
1776314432629000000,189.765,-38.39902877807617
1776314432734000000,189.8700002441406,-38.08867645263672
1776314432839000000,189.975,-37.87664794921875
1776314432945000000,190.081,-37.42045974731445
1776314433048000000,190.184,-38.379581451416016
1776314433153000000,190.289,-40.99347686767578
1776314433258000000,190.39399975585937,-33.11602020263672
1776314433363000000,190.499,-28.79873275756836
1776314433468000000,190.604,-32.842803955078125
1776314433573000000,190.709,-35.6900634765625
1776314433678000000,190.81400024414063,-38.90203857421875
1776314433783000000,190.919,-41.22127151489258
1776314433889000000,191.025,-33.2991828918457
1776314433991000000,191.127,-37.64857482910156
1776314434096000000,191.232,-40.621944427490234
