time,seconds_elapsed,dBFS (Original),valor_normalizado (0-100)
1776314766738000000,523.8739997558594,-21.172409057617188,65.1713
1776314766842000000,523.9779997558594,-25.510345458984375,57.0477
1776314766945000000,524.081,-28.472063064575195,51.5012
1776314767048000000,524.184,-29.103124618530273,50.3195
1776314767153000000,524.289,-17.174219131469727,72.6588
1776314767254000000,524.3900002441407,-20.20926856994629,66.9750
1776314767358000000,524.4940002441406,-19.062049865722656,69.1234
1776314767462000000,524.5980002441406,-24.12273597717285,59.6462
1776314767567000000,524.703,-27.5129451751709,53.2974
1776314767672000000,524.808,-30.643930435180664,47.4340
1776314767776000000,524.912,-33.19129180908203,42.6635
1776314767879000000,525.015,-35.85607147216797,37.6732
1776314767984000000,525.12,-36.972503662109375,35.5824
1776314768090000000,525.2259997558593,-38.22215270996094,33.2422
1776314768193000000,525.329,-36.78315353393555,35.9370
1776314768297000000,525.433,-35.919700622558594,37.5540
1776314768399000000,525.535,-36.383907318115234,36.6847
1776314768504000000,525.64,-33.69172286987305,41.7264
1776314768609000000,525.745,-35.44624710083008,38.4407
1776314768714000000,525.8499997558594,-32.330596923828125,44.2754
1776314768818000000,525.9539997558594,-23.444551467895508,60.9163
1776314768923000000,526.059,-23.723552703857422,60.3938
1776314769027000000,526.163,-27.18840789794922,53.9052
1776314769131000000,526.267,-30.214492797851562,48.2382
1776314769236000000,526.372,-32.94047927856445,43.1332
1776314769341000000,526.477,-34.05941390991211,41.0378
1776314769444000000,526.58,-34.49656295776367,40.2191
1776314769548000000,526.684,-35.16512680053711,38.9671
1776314769651000000,526.787,-35.29948043823242,38.7155
1776314769756000000,526.892,-34.58849334716797,40.0470
1776314769859000000,526.995,-33.49727249145508,42.0905
1776314769961000000,527.097,-34.567779541015625,40.0858
1776314770066000000,527.2019997558593,-28.420185089111328,51.5984
1776314770170000000,527.3059997558594,-30.383411407470703,47.9219
1776314770275000000,527.411,-31.3779296875,46.0594
1776314770379000000,527.515,-32.41349411010742,44.1201
1776314770482000000,527.6179997558594,-30.7520809173584,47.2314
1776314770585000000,527.721,-32.749088287353516,43.4916
1776314770687000000,527.823,-34.661373138427734,39.9105
1776314770792000000,527.928,-35.28299331665039,38.7464
1776314770896000000,528.032,-35.428565979003906,38.4738
1776314771000000000,528.136,-34.923431396484375,39.4197
1776314771102000000,528.2380002441406,-35.925209045410156,37.5437
1776314771208000000,528.344,-36.252174377441406,36.9314
1776314771309000000,528.445,-34.50551986694336,40.2024
1776314771413000000,528.549,-34.29848861694336,40.5901
1776314771517000000,528.653,-33.90663146972656,41.3239
1776314771622000000,528.7580002441406,-34.9526252746582,39.3651
1776314771725000000,528.861,-36.01128387451172,37.3825
1776314771828000000,528.964,-34.652645111083984,39.9268
1776314771931000000,529.067,-25.669782638549805,56.7491
1776314772036000000,529.172,-28.519573211669922,51.4123
1776314772136000000,529.272,-31.768381118774414,45.3282
1776314772239000000,529.375,-33.65385055541992,41.7973
1776314772342000000,529.4780002441406,-34.57577133178711,40.0708
1776314772442000000,529.5779997558594,-34.8327522277832,39.5896
1776314772544000000,529.68,-35.96934127807617,37.4611
1776314772648000000,529.784,-32.004642486572266,44.8858
1776314772753000000,529.889,-33.606788635253906,41.8854
1776314772855000000,529.991,-34.68115997314453,39.8734
1776314772959000000,530.095,-36.26320266723633,36.9108
1776314773060000000,530.196,-36.08144760131836,37.2511
1776314773165000000,530.301,-34.45710372924805,40.2930
1776314773269000000,530.405,-35.49871063232422,38.3424
1776314773374000000,530.5100002441407,-34.74697494506836,39.7502
1776314773475000000,530.611,-35.43559265136719,38.4606
1776314773577000000,530.713,-35.959800720214844,37.4789
1776314773681000000,530.817,-36.439964294433594,36.5797
1776314773786000000,530.9219997558594,-33.959312438964844,41.2253
1776314773889000000,531.025,-34.78279495239258,39.6831
1776314773991000000,531.127,-31.379079818725586,46.0573
1776314774092000000,531.228,-31.936527252197266,45.0133
1776314774197000000,531.333,-25.494430541992188,57.0775
1776314774300000000,531.436,-27.403091430664062,53.5031
1776314774405000000,531.541,-29.90219497680664,48.8230
1776314774509000000,531.645,-32.1919059753418,44.5351
1776314774610000000,531.7459997558594,-33.79698944091797,41.5292
1776314774715000000,531.851,-32.54207229614258,43.8793
1776314774817000000,531.953,-34.3410758972168,40.5103
1776314774923000000,532.059,-34.16206359863281,40.8456
1776314775025000000,532.161,-35.10003662109375,39.0890
1776314775126000000,532.2620002441406,-35.1231689453125,39.0457
1776314775231000000,532.367,-35.83213424682617,37.7180
1776314775337000000,532.473,-36.82418441772461,35.8602
1776314775442000000,532.5779997558594,-37.24272155761719,35.0764
1776314775547000000,532.683,-34.224369049072266,40.7289
1776314775651000000,532.787,-33.97050094604492,41.2043
1776314775755000000,532.891,-33.239341735839844,42.5735
1776314775858000000,532.9939997558594,-34.029544830322266,41.0937
1776314775977000000,533.113,-35.589717864990234,38.1720
1776314776072000000,533.208,-35.4937858581543,38.3516
1776314776176000000,533.312,-36.075889587402344,37.2615
1776314776279000000,533.415,-37.77738952636719,34.0751
1776314776385000000,533.521,-34.876243591308594,39.5081
1776314776486000000,533.6220002441406,-35.879093170166016,37.6301
1776314776592000000,533.728,-33.84585189819336,41.4377
1776314776696000000,533.832,-35.26668930053711,38.7769
1776314776798000000,533.9340002441406,-33.69874572753906,41.7132
1776314776902000000,534.0380002441407,-35.069679260253906,39.1459
1776314777007000000,534.143,-21.248638153076172,65.0286
1776314777109000000,534.245,-24.810279846191406,58.3587
1776314777210000000,534.3459997558593,-27.46412467956543,53.3888
1776314777315000000,534.451,-30.41473388671875,47.8632
1776314777420000000,534.556,-33.18799591064453,42.6697
1776314777525000000,534.661,-31.48484230041504,45.8592
1776314777626000000,534.7619997558594,-24.456533432006836,59.0211
1776314777736000000,534.872,-28.106103897094727,52.1866
1776314777843000000,534.979,-30.605188369750977,47.5065
1776314777946000000,535.0819997558593,-32.21938705444336,44.4836
1776314778047000000,535.183,-32.57944107055664,43.8093
1776314778148000000,535.284,-31.960426330566406,44.9686
1776314778253000000,535.389,-33.657798767089844,41.7899
1776314778358000000,535.4940002441406,-27.373027801513672,53.5594
1776314778460000000,535.596,-29.482072830200195,49.6098
1776314778561000000,535.697,-28.978879928588867,50.5521
1776314778664000000,535.8,-32.07199478149414,44.7596
1776314778769000000,535.905,-32.37126541137695,44.1992
1776314778874000000,536.0099997558593,-28.703689575195312,51.0675
1776314778975000000,536.111,-30.7248592376709,47.2824
1776314779076000000,536.212,-33.33749008178711,42.3897
1776314779181000000,536.317,-34.266212463378906,40.6505
1776314779286000000,536.4220002441406,-34.86933517456055,39.5211
1776314779391000000,536.527,-35.07879638671875,39.1288
1776314779492000000,536.628,-23.25653648376465,61.2684
1776314779592000000,536.728,-26.793142318725586,54.6454
1776314779692000000,536.828,-29.85900115966797,48.9039
1776314779793000000,536.929,-33.1070671081543,42.8213
1776314779894000000,537.0300002441406,-33.63961410522461,41.8240
1776314779999000000,537.135,-33.926300048828125,41.2871
1776314780103000000,537.239,-35.142738342285156,39.0090
1776314780206000000,537.3420002441406,-35.13410568237305,39.0252
1776314780310000000,537.4460002441406,-36.31163024902344,36.8201
1776314780415000000,537.551,-36.55918884277344,36.3565
1776314780516000000,537.652,-37.034423828125,35.4665
1776314780620000000,537.756,-33.567745208740234,41.9585
1776314780725000000,537.861,-35.00874710083008,39.2600
1776314780826000000,537.9619997558593,-36.81285095214844,35.8814
1776314780932000000,538.068,-33.734222412109375,41.6468
1776314781034000000,538.1699997558594,-35.52633285522461,38.2907
1776314781138000000,538.2739997558593,-35.66118240356445,38.0382
1776314781244000000,538.38,-36.57307434082031,36.3305
1776314781349000000,538.485,-36.51459503173828,36.4400
1776314781454000000,538.5900002441406,-37.562225341796875,34.4781
1776314781558000000,538.6940002441406,-36.457820892333984,36.5463
1776314781660000000,538.796,-36.346099853515625,36.7555
1776314781760000000,538.896,-32.580291748046875,43.8078
1776314781862000000,538.9980002441406,-32.87229537963867,43.2609
1776314781965000000,539.101,-34.030059814453125,41.0928
1776314782069000000,539.205,-35.14366149902344,39.0073
1776314782174000000,539.3100002441406,-33.680477142333984,41.7474
1776314782279000000,539.415,-34.794376373291016,39.6614
1776314782381000000,539.517,-35.15993118286133,38.9769
1776314782486000000,539.6220002441406,-35.372615814208984,38.5786
1776314782590000000,539.7260002441407,-35.24415588378906,38.8191
1776314782694000000,539.8300002441406,-31.44891357421875,45.9265
1776314782796000000,539.932,-33.40105056762695,42.2707
1776314782898000000,540.0339997558593,-34.94379806518555,39.3816
1776314783004000000,540.14,-35.102500915527344,39.0844
1776314783108000000,540.244,-31.09576416015625,46.5878
1776314783211000000,540.347,-32.72294616699219,43.5406
1776314783312000000,540.448,-34.73535919189453,39.7719
1776314783416000000,540.552,-33.94025802612305,41.2609
1776314783521000000,540.657,-33.960472106933594,41.2231
1776314783625000000,540.761,-33.776214599609375,41.5681
1776314783730000000,540.8659997558593,-32.2765998840332,44.3765
1776314783831000000,540.967,-33.987022399902344,41.1734
1776314783933000000,541.069,-35.986595153808594,37.4288
1776314784038000000,541.1740002441406,-34.75208282470703,39.7406
1776314784140000000,541.276,-33.801815032958984,41.5202
1776314784245000000,541.381,-32.342769622802734,44.2526
1776314784347000000,541.483,-33.58609390258789,41.9242
1776314784452000000,541.588,-31.26458740234375,46.2717
1776314784557000000,541.693,-29.481487274169922,49.6109
1776314784661000000,541.797,-29.503225326538086,49.5702
1776314784762000000,541.8979997558594,-28.916547775268555,50.6689
1776314784862000000,541.9980002441406,-30.426025390625,47.8421
1776314784963000000,542.099,-31.219961166381836,46.3552
1776314785066000000,542.2019997558593,-27.763975143432617,52.8273
1776314785171000000,542.307,-27.516279220581055,53.2911
1776314785274000000,542.4099997558594,-29.14411163330078,50.2427
1776314785379000000,542.515,-28.193227767944336,52.0234
1776314785482000000,542.6179997558594,-29.185495376586914,50.1652
1776314785584000000,542.72,-30.21714973449707,48.2332
1776314785688000000,542.824,-29.046955108642578,50.4246
1776314785791000000,542.927,-29.395275115966797,49.7723
1776314785896000000,543.032,-30.279687881469727,48.1161
1776314785999000000,543.135,-30.094043731689453,48.4638
1776314786103000000,543.239,-28.74653434753418,50.9872
1776314786208000000,543.344,-29.912195205688477,48.8043
1776314786312000000,543.448,-30.785240173339844,47.1694
1776314786413000000,543.549,-29.634130477905273,49.3250
1776314786519000000,543.655,-30.308046340942383,48.0630
1776314786624000000,543.76,-28.916946411132812,50.6681
1776314786729000000,543.865,-29.645618438720703,49.3035
1776314786830000000,543.9660002441407,-27.8385066986084,52.6877
1776314786934000000,544.0700002441406,-28.610490798950195,51.2420
1776314787040000000,544.176,-29.661956787109375,49.2729
1776314787144000000,544.28,-30.971050262451172,46.8214
1776314787247000000,544.383,-29.927045822143555,48.7765
1776314787351000000,544.487,-29.29085922241211,49.9679
1776314787454000000,544.5900002441406,-28.829404830932617,50.8320
1776314787559000000,544.695,-30.038354873657227,48.5680
1776314787664000000,544.8,-28.982995986938477,50.5444
1776314787765000000,544.901,-28.432310104370117,51.5757
1776314787866000000,545.0019997558594,-28.700397491455078,51.0736
1776314787969000000,545.105,-29.971946716308594,48.6924
1776314788069000000,545.205,-29.728412628173828,49.1485
1776314788173000000,545.309,-30.548818588256836,47.6121
1776314788276000000,545.412,-28.072996139526367,52.2486
1776314788381000000,545.517,-30.648704528808594,47.4250
1776314788486000000,545.6220002441406,-31.32047462463379,46.1670
1776314788590000000,545.7260002441407,-28.731937408447266,51.0146
1776314788693000000,545.829,-30.579364776611328,47.5549
1776314788798000000,545.9340002441406,-31.577791213989258,45.6851
1776314788903000000,546.039,-32.27431869506836,44.3807
1776314789006000000,546.1420002441406,-27.046615600585938,54.1707
1776314789109000000,546.245,-29.228307723999023,50.0850
1776314789214000000,546.3500002441406,-27.921911239624023,52.5315
1776314789319000000,546.455,-29.254783630371094,50.0354
1776314789423000000,546.559,-28.701942443847656,51.0707
1776314789527000000,546.663,-30.70042610168457,47.3282
1776314789632000000,546.768,-31.462936401367188,45.9002
1776314789736000000,546.872,-31.726877212524414,45.4059
1776314789836000000,546.972,-30.779211044311523,47.1806
1776314789940000000,547.076,-31.039669036865234,46.6929
1776314790044000000,547.18,-30.099580764770508,48.4534
1776314790149000000,547.285,-31.778682708740234,45.3089
1776314790253000000,547.389,-32.879241943359375,43.2479
1776314790356000000,547.492,-28.13150405883789,52.1390
1776314790461000000,547.597,-29.879064559936523,48.8663
1776314790566000000,547.7020002441407,-30.818939208984375,47.1062
1776314790669000000,547.805,-31.864429473876953,45.1483
1776314790773000000,547.909,-28.274715423583984,51.8708
1776314790878000000,548.0140002441407,-26.777681350708008,54.6743
1776314790983000000,548.119,-28.136140823364258,52.1303
1776314791086000000,548.2220002441406,-30.14202880859375,48.3739
1776314791189000000,548.325,-31.21877670288086,46.3575
1776314791291000000,548.427,-32.44886016845703,44.0539
1776314791396000000,548.532,-33.249935150146484,42.5537
1776314791500000000,548.636,-32.68050003051758,43.6201
1776314791601000000,548.737,-31.90073585510254,45.0804
1776314791705000000,548.841,-33.41698455810547,42.2409
1776314791807000000,548.943,-32.44755554199219,44.0563
1776314791912000000,549.048,-34.18157958984375,40.8090
1776314792017000000,549.153,-35.21979522705078,38.8647
1776314792118000000,549.2540002441406,-35.05491256713867,39.1735
1776314792223000000,549.359,-16.661428451538086,73.6191
1776314792325000000,549.461,-21.402048110961914,64.7413
1776314792429000000,549.565,-24.890329360961914,58.2088
1776314792534000000,549.6700002441406,-27.635719299316406,53.0675
1776314792635000000,549.771,-28.341228485107422,51.7463
1776314792741000000,549.877,-24.038162231445312,59.8046
1776314792842000000,549.9779997558594,-27.088394165039062,54.0924
1776314792946000000,550.0819997558593,-30.49898338317871,47.7054
1776314793051000000,550.187,-32.85285186767578,43.2973
1776314793153000000,550.289,-24.56345558166504,58.8209
1776314793255000000,550.391,-27.947175979614258,52.4842
1776314793360000000,550.496,-31.47206687927246,45.8831
1776314793463000000,550.599,-34.016448974609375,41.1183
1776314793568000000,550.704,-35.860679626464844,37.6646
1776314793670000000,550.8060002441406,-33.07762908935547,42.8764
1776314793775000000,550.911,-35.410888671875,38.5069
1776314793880000000,551.016,-33.48424530029297,42.1149
1776314793984000000,551.12,-34.764156341552734,39.7180
1776314794086000000,551.2220002441406,-36.02494430541992,37.3569
1776314794187000000,551.323,-37.730953216552734,34.1621
1776314794292000000,551.428,-38.61104965209961,32.5139
1776314794393000000,551.529,-37.412513732910156,34.7584
1776314794497000000,551.633,-35.04865646362305,39.1852
1776314794603000000,551.739,-34.69467544555664,39.8481
1776314794704000000,551.84,-35.62078857421875,38.1138
1776314794808000000,551.944,-24.245637893676758,59.4161
1776314794913000000,552.049,-27.535892486572266,53.2544
1776314795017000000,552.153,-31.282283782958984,46.2385
1776314795120000000,552.256,-33.51576614379883,42.0559
1776314795221000000,552.357,-34.936561584472656,39.3952
1776314795324000000,552.46,-36.36250305175781,36.7248
1776314795425000000,552.561,-36.81081008911133,35.8852
1776314795528000000,552.664,-37.59026336669922,34.4256
1776314795632000000,552.768,-37.94593048095703,33.7595
1776314795737000000,552.873,-35.6061897277832,38.1411
1776314795838000000,552.9740002441406,-33.10573959350586,42.8237
1776314795939000000,553.075,-33.2236328125,42.6030
1776314796039000000,553.175,-20.290544509887695,66.8228
1776314796142000000,553.2780002441406,-24.929950714111328,58.1346
1776314796243000000,553.379,-12.131721496582031,82.1019
1776314796347000000,553.483,-16.363534927368164,74.1769
1776314796453000000,553.589,-21.467403411865234,64.6189
1776314796554000000,553.6899997558594,-24.98818588256836,58.0255
1776314796656000000,553.792,-28.953222274780273,50.6002
1776314796761000000,553.897,-31.641035079956055,45.5667
1776314796866000000,554.0019997558594,-34.0976448059082,40.9662
1776314796971000000,554.107,-32.268375396728516,44.3919
1776314797072000000,554.208,-34.364898681640625,40.4657
1776314797175000000,554.311,-35.97101593017578,37.4579
1776314797278000000,554.4140002441407,-33.451480865478516,42.1763
1776314797383000000,554.519,-33.71872329711914,41.6758
1776314797488000000,554.624,-33.76259231567383,41.5937
1776314797589000000,554.725,-35.03313446044922,39.2143
1776314797694000000,554.8300002441406,-34.2386589050293,40.7021
1776314797796000000,554.932,-34.04072952270508,41.0728
1776314797900000000,555.036,-31.228107452392578,46.3400
1776314798005000000,555.141,-29.154436111450195,50.2234
1776314798106000000,555.2419997558594,-30.53754234313965,47.6332
1776314798211000000,555.347,-31.485877990722656,45.8573
1776314798313000000,555.449,-31.208757400512695,46.3762
1776314798417000000,555.553,-32.39595031738281,44.1530
1776314798522000000,555.6579997558594,-31.885114669799805,45.1096
1776314798625000000,555.761,-31.96074104309082,44.9680
1776314798728000000,555.864,-32.56419372558594,43.8379
1776314798833000000,555.969,-24.060741424560547,59.7623
1776314798937000000,556.073,-17.968381881713867,71.1715
1776314799039000000,556.175,-16.215869903564453,74.4535
1776314799139000000,556.275,-17.903324127197266,71.2934
1776314799239000000,556.375,-19.423154830932617,68.4472
1776314799342000000,556.4780002441406,-17.665767669677734,71.7382
1776314799447000000,556.583,-14.231132507324219,78.1703
1776314799551000000,556.687,-14.8348388671875,77.0397
1776314799656000000,556.792,-14.96883773803711,76.7888
1776314799759000000,556.895,-13.498584747314453,79.5421
1776314799862000000,556.9980002441406,-13.31461238861084,79.8867
1776314799962000000,557.0979997558594,-13.602001190185547,79.3485
1776314800067000000,557.203,-15.435866355895996,75.9142
1776314800173000000,557.309,-16.155454635620117,74.5666
1776314800277000000,557.413,-9.434683799743652,87.1526
1776314800378000000,557.5139997558593,-10.939475059509277,84.3346
1776314800483000000,557.619,-12.346307754516602,81.7000
1776314800588000000,557.724,-15.150324821472168,76.4489
1776314800693000000,557.829,-17.397197723388672,72.2412
1776314800797000000,557.933,-19.69234848022461,67.9430
1776314800901000000,558.037,-13.145034790039062,80.2042
1776314801006000000,558.1420002441406,-12.669507026672363,81.0947
1776314801109000000,558.245,-14.311091423034668,78.0205
1776314801210000000,558.3459997558593,-14.75013542175293,77.1983
1776314801311000000,558.447,-7.065060138702393,91.5902
1776314801416000000,558.552,-9.769712448120117,86.5252
1776314801522000000,558.6579997558594,-8.810921669006348,88.3207
1776314801627000000,558.763,-9.597071647644043,86.8485
1776314801732000000,558.868,-11.633591651916504,83.0347
1776314801834000000,558.9699997558594,-12.05252456665039,82.2502
1776314801944000000,559.08,-13.2302885055542,80.0446
1776314802049000000,559.185,-14.736859321594238,77.2232
1776314802153000000,559.289,-13.398351669311523,79.7298
1776314802256000000,559.392,-13.981595993041992,78.6376
1776314802359000000,559.495,-14.938667297363281,76.8453
1776314802462000000,559.5980002441406,-16.009775161743164,74.8394
1776314802567000000,559.703,-17.704566955566406,71.6656
1776314802672000000,559.808,-13.52979564666748,79.4837
1776314802776000000,559.912,-16.17112922668457,74.5372
1776314802881000000,560.017,-14.575428009033203,77.5255
1776314802985000000,560.121,-17.29105567932129,72.4400
1776314803090000000,560.2259997558593,-13.16099739074707,80.1743
1776314803192000000,560.328,-14.804230690002441,77.0970
1776314803297000000,560.433,-15.446145057678223,75.8949
1776314803402000000,560.5379997558593,-16.012128829956055,74.8350
1776314803507000000,560.643,-17.309934616088867,72.4046
1776314803609000000,560.745,-19.128995895385742,68.9980
1776314803714000000,560.8499997558594,-20.45928382873535,66.5068
1776314803818000000,560.9539997558594,-20.754941940307617,65.9531
1776314803924000000,561.06,-16.107074737548828,74.6572
1776314804025000000,561.161,-19.139616012573242,68.9782
1776314804126000000,561.2620002441406,-18.091487884521484,70.9410
1776314804227000000,561.363,-19.266592025756836,68.7404
1776314804332000000,561.468,-19.957260131835938,67.4469
1776314804437000000,561.573,-19.801908493041992,67.7379
1776314804542000000,561.6780002441407,-21.49312973022461,64.5707
1776314804643000000,561.779,-21.796886444091797,64.0019
1776314804749000000,561.885,-24.18316650390625,59.5331
1776314804853000000,561.989,-25.87857437133789,56.3581
1776314804957000000,562.093,-26.08317756652832,55.9749
1776314805060000000,562.196,-26.475343704223633,55.2405
1776314805161000000,562.297,-27.40529441833496,53.4990
1776314805265000000,562.401,-33.08443832397461,42.8636
1776314805369000000,562.505,-35.72468948364258,37.9192
1776314805474000000,562.6099997558593,-38.88379669189453,32.0032
1776314805576000000,562.712,-13.669034004211426,79.2229
1776314805681000000,562.817,-15.026823997497559,76.6802
1776314805786000000,562.9219997558594,-11.365706443786621,83.5364
1776314805891000000,563.027,-14.8345365524292,77.0403
1776314805994000000,563.1299997558593,-16.347421646118164,74.2071
1776314806097000000,563.233,-10.001504898071289,86.0911
1776314806202000000,563.3379997558594,-14.431770324707031,77.7946
1776314806306000000,563.4419997558593,-17.603933334350586,71.8540
1776314806409000000,563.545,-18.90718650817871,69.4134
1776314806511000000,563.647,-9.163090705871582,87.6612
1776314806616000000,563.752,-13.621310234069824,79.3123
1776314806719000000,563.855,-16.776824951171875,73.4030
1776314806823000000,563.959,-15.357994079589844,76.0600
1776314806928000000,564.064,-18.805744171142578,69.6034
1776314807033000000,564.169,-20.693317413330078,66.0685
1776314807232000000,564.368,-8.980416297912598,88.0033
1776314807237000000,564.373,-8.980416297912598,88.0033
1776314807341000000,564.477,-13.702993392944336,79.1593
1776314807443000000,564.579,-16.358903884887695,74.1856
1776314807547000000,564.683,-14.201116561889648,78.2265
1776314807650000000,564.7859997558594,-10.652647018432617,84.8717
1776314807753000000,564.889,-11.334465980529785,83.5949
1776314807857000000,564.993,-9.05005168914795,87.8729
1776314807996000000,565.132,-9.969239234924316,86.1515
1776314808062000000,565.1980002441406,-10.479686737060547,85.1956
1776314808162000000,565.2979997558593,-11.263718605041504,83.7274
1776314808263000000,565.399,-12.174426078796387,82.0219
1776314808368000000,565.504,-13.825607299804688,78.9297
1776314808471000000,565.607,-5.920444011688232,93.7337
1776314808575000000,565.711,-7.1524577140808105,91.4265
1776314808676000000,565.812,-10.456265449523926,85.2395
1776314808782000000,565.9180002441407,-13.684345245361328,79.1943
1776314808882000000,566.0179997558594,-16.81606101989746,73.3295
1776314808987000000,566.123,-18.87200164794922,69.4793
1776314809092000000,566.228,-21.091777801513672,65.3223
1776314809197000000,566.333,-19.387418746948242,68.5141
1776314809301000000,566.437,-10.761069297790527,84.6687
1776314809404000000,566.54,-11.82353401184082,82.6790
1776314809508000000,566.644,-12.401045799255371,81.5975
1776314809610000000,566.7459997558594,-14.803123474121094,77.0991
1776314809714000000,566.8499997558594,-12.525458335876465,81.3645
1776314809817000000,566.953,-13.830368995666504,78.9208
1776314809921000000,567.057,-16.34035301208496,74.2203
1776314810024000000,567.16,-19.69090461730957,67.9458
1776314810127000000,567.263,-15.19671630859375,76.3620
1776314810232000000,567.368,-18.653696060180664,69.8881
1776314810336000000,567.472,-8.115432739257812,89.6232
1776314810438000000,567.5740002441406,-11.196338653564453,83.8536
1776314810542000000,567.6780002441407,-16.12059211730957,74.6319
1776314810644000000,567.78,-19.595191955566406,68.1250
1776314810749000000,567.885,-22.901874542236328,61.9326
1776314810851000000,567.987,-19.115345001220703,69.0236
1776314810955000000,568.091,-9.590323448181152,86.8611
1776314811060000000,568.196,-10.76530647277832,84.6608
1776314811161000000,568.297,-15.421550750732422,75.9410
1776314811267000000,568.403,-17.200050354003906,72.6104
1776314811372000000,568.508,-9.416647911071777,87.1864
1776314811477000000,568.613,-7.092688083648682,91.5385
1776314811578000000,568.7139997558594,-11.56856632232666,83.1565
1776314811679000000,568.815,-15.577524185180664,75.6489
1776314811784000000,568.92,-10.438129425048828,85.2735
1776314811889000000,569.025,-13.45771598815918,79.6187
1776314811993000000,569.129,-10.661924362182617,84.8544
1776314812097000000,569.233,-14.351236343383789,77.9454
1776314812201000000,569.337,-13.114660263061523,80.2611
1776314812306000000,569.4419997558593,-16.00320816040039,74.8517
1776314812410000000,569.5459997558594,-18.097335815429688,70.9300
1776314812513000000,569.649,-21.420215606689453,64.7073
1776314812616000000,569.752,-13.69374942779541,79.1766
1776314812720000000,569.856,-15.657761573791504,75.4986
1776314812820000000,569.956,-18.42234230041504,70.3214
1776314812923000000,570.059,-20.01679039001465,67.3355
1776314813027000000,570.163,-17.753280639648438,71.5743
1776314813130000000,570.2659997558594,-18.48722267150879,70.1999
1776314813232000000,570.368,-17.50288200378418,72.0433
1776314813335000000,570.471,-14.768136978149414,77.1646
1776314813437000000,570.573,-17.505496978759766,72.0384
1776314813541000000,570.677,-21.011547088623047,65.4726
1776314813645000000,570.781,-11.080825805664062,84.0699
1776314813747000000,570.883,-10.757486343383789,84.6754
1776314813852000000,570.988,-14.757519721984863,77.1845
1776314813957000000,571.093,-12.702744483947754,81.0325
1776314814061000000,571.197,-16.967025756835938,73.0468
1776314814164000000,571.3,-19.870628356933594,67.6092
1776314814269000000,571.405,-12.210722923278809,81.9539
1776314814371000000,571.507,-13.120647430419922,80.2499
1776314814475000000,571.611,-14.989890098571777,76.7494
1776314814578000000,571.7139997558594,-11.495821952819824,83.2927
1776314814681000000,571.817,-10.823086738586426,84.5525
1776314814783000000,571.919,-10.338506698608398,85.4600
1776314814887000000,572.023,-14.187586784362793,78.2518
1776314814992000000,572.128,-7.687411785125732,90.4247
1776314815097000000,572.233,-11.988037109375,82.3709
1776314815199000000,572.335,-15.48366928100586,75.8247
1776314815304000000,572.44,-17.137819290161133,72.7269
1776314815409000000,572.545,-11.003806114196777,84.2141
1776314815513000000,572.649,-14.067903518676758,78.4760
1776314815617000000,572.753,-16.883609771728516,73.2030
1776314815722000000,572.8579997558594,-15.797562599182129,75.2368
1776314815827000000,572.963,-8.419782638549805,89.0532
1776314815932000000,573.068,-10.083475112915039,85.9376
1776314816034000000,573.1699997558594,-12.281071662902832,81.8222
1776314816137000000,573.273,-14.489535331726074,77.6864
1776314816242000000,573.3779997558594,-15.692269325256348,75.4340
1776314816347000000,573.483,-10.987625122070312,84.2444
1776314816452000000,573.588,-14.05560302734375,78.4990
1776314816557000000,573.693,-18.11198616027832,70.9026
1776314816660000000,573.796,-17.39197540283203,72.2510
1776314816763000000,573.899,-21.33790397644043,64.8614
1776314816868000000,574.004,-22.9816951751709,61.7831
1776314816973000000,574.109,-11.320221900939941,83.6216
1776314817077000000,574.213,-13.89065170288086,78.8079
1776314817180000000,574.316,-17.705001831054688,71.6648
1776314817286000000,574.4220002441406,-19.199527740478516,68.8660
1776314817391000000,574.527,-14.406074523925781,77.8427
1776314817492000000,574.628,-12.633268356323242,81.1626
1776314817596000000,574.732,-13.373136520385742,79.7771
1776314817700000000,574.836,-16.929304122924805,73.1174
1776314817802000000,574.9379997558593,-13.99189567565918,78.6183
1776314817903000000,575.039,-10.0805025100708,85.9432
1776314818009000000,575.145,-13.162545204162598,80.1714
1776314818111000000,575.247,-14.316283226013184,78.0108
1776314818215000000,575.351,-15.016855239868164,76.6989
1776314818317000000,575.453,-18.93166160583496,69.3676
1776314818422000000,575.5580002441407,-16.34387969970703,74.2137
1776314818523000000,575.659,-9.063458442687988,87.8478
1776314818624000000,575.76,-11.598125457763672,83.1011
1776314818728000000,575.864,-14.730631828308105,77.2349
1776314818832000000,575.968,-12.730439186096191,80.9806
1776314818937000000,576.073,-17.07843780517578,72.8381
1776314819040000000,576.176,-18.75145149230957,69.7051
1776314819145000000,576.281,-22.225637435913086,63.1989
1776314819249000000,576.385,-10.694540023803711,84.7933
1776314819354000000,576.4899997558593,-10.995536804199219,84.2296
1776314819457000000,576.593,-11.829779624938965,82.6673
1776314819559000000,576.695,-9.050932884216309,87.8713
1776314819662000000,576.7980002441407,-11.588383674621582,83.1194
1776314819767000000,576.903,-15.853355407714844,75.1323
1776314819868000000,577.004,-19.014009475708008,69.2134
1776314819973000000,577.109,-16.16548728942871,74.5478
1776314820077000000,577.213,-6.505190849304199,92.6387
1776314820179000000,577.315,-9.421722412109375,87.1769
1776314820284000000,577.42,-12.41866683959961,81.5645
1776314820385000000,577.521,-10.812884330749512,84.5717
